web-scraper-order,web-scraper-start-url,name,price,image-src
"1536626761-1577","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","I7s TWS True Wireless Bluetooth4.2 Auricolari Cuffie InEar Music Auricolari Mic","$6.54","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1571","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Gaming Headset Stereo Surround Headphone 3.5mm Wired With Mic For LOT FT PC","$2.50 to $12.05","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1605","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Mini Wireless Bluetooth 4.0 Stereo In-Ear Headset Earphone For Samsung iPhone LG","$2.99 to $3.49","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1579","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","OEM For Samsung S9 S8  Plus Note 8 AKG Earphones Headphones Headset Handsfree KZ","$2.58","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1481","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","OEM Samsung S9 S8 S8+ Note 8 AKG Earphones Headphones Headset Ear Buds EO-IG955","$4.73","https://i.ebayimg.com/thumbs/images/g/h0cAAOSw1WxbSu68/s-l225.jpg"
"1536626761-1615","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","BASS IN EAR EARBUD HEADPHONE EARPHONES SPORT HEADSET HANDS-FREE FOR MOBILE PHONE","$2.14","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1473","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Dual Wireless Bluetooth Earbud Headset In-Ear Earphone for Apple iPhone X 8 7 US","$3.29 to $10.99","https://i.ebayimg.com/thumbs/images/m/m04Md7YKT_gO0Z5mHcIfbpA/s-l225.jpg"
"1536626761-1657","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","3.5mm Stereo In-Ear Headset Earbuds Headphone Earphone With Mic for Cell Phone","$0.75 to $3.00","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1502","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","3.5mm Stereo In-Ear Headphone Earbuds Earphone Headset for Samsung Xiaomi iPhone","$0.90","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1546","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Hot Premium Headset Handsfree Earphone For Samsung Galaxy S6 Edge Universal","$0.71","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1578","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Hot Sport Magnetic Wireless Bluetooth 4.2 Earphone Headset Stereo Bass Headphone","$0.71 to $2.57","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1513","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","i7 TWS Mini Bluetooth Auriculares Inalámbricos Estéreo para Android Samsung","$6.76","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1606","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","KZ ATE 3.5mm In Ear Earphones HIFI Metal Headphones Headsets Super Bass Earbuds","$10.55 to $11.25","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1656","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Heavy Bass Headphone Noise Cancelling Wireless Bluetooth Earphone Headset AZ64","$9.49 to $23.04","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1541","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","3.5mm With Mic Super Bass Music In ear Stereo Headphone Headset Earphone Earbuds","$4.79","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1587","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Foldable Wireless Bluetooth Stereo Headset Headphones Mic for iPhone Samsung Pad","$4.55 to $13.10","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1489","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Earphone Earbud Headset Hands Free Headphone For SAMSUNG*Galaxy S5 S4 S3 Note","$0.75 to $1.11","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1632","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Xiaomi 2nd Piston Earphones Earbuds In-Ear &Mic Remote Wire Control headphone EA","$0.92 to $6.33","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1564","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","For iPhone X Airpods Wireless Bluetooth Headset Earphones+Charging Station","$7.59 to $12.34","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1651","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Mi Xiaomi 3.5mm Piston 3 In-Ear With Mic Earphone Headphone Fresh Edition","$5.25 to $5.95","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1566","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Wireless Bluetooth 4.1 Headset In-ear Earbud Mini Earphone Headphone Universal","$4.69","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1519","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","10pcs In-Ear Headset Earphone Headphone Earbud+Mic for Samsung Galaxy S7 FT","$5.44","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1525","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","For Apple Airpods iPhone 7 8 Plus X Wireless Bluetooth Earphone Headset AU 2018","$8.25 to $9.50","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1526","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Wireless Bluetooth Headset Stereo Headphone Sport Earphone Handfree for iPhone","$4.59","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1514","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","New XIAOMI Piston3 III Headset earphone Headphone W/Remote & Mic Black","$3.52","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1616","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","New 3.5mm In-ear Stereo Earbuds Headphone Earphone Headset for All Mobile Phone","$0.71","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1517","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","New 3.5mm In-ear Stereo Headphone Earphone Headset for xiaomi Samsung All Phone","$0.71","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1477","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Auricolari Cuffie wireless sport Bluetooth 4.2 stereo +Microfono Per Smartphone","$1.16 to $4.03","https://i.ebayimg.com/thumbs/images/m/m_oEMusnurPhVJELwHDHxmQ/s-l225.jpg"
"1536626761-1581","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Headset In-Ear Earphone Handsfree with Mic For Samsung S7 S8 S6 Edge Note 4 Edge","$0.99","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1636","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Original Xiaomi Bluetooth 4.1 In-Ear Handsfree Headset Headphone Earphone w/MIC","$11.56","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1604","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Bluetooth 4.1 Headset Earphone Adapter Receiver 3.5mm Aux Headphone Handfree","$2.64","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1647","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Wireless Magnet Headset Bluetooth Sport Earphone Headphone For iPhone/Samsung/LG","$2.89","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1659","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","3.5mm In-ear Headphone Stereo Earbuds Earphone Headset With Mic For Xiaomi MI","$0.86","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1583","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","100%…Genuine Original 3.5mm In-Ear Earphone Headphone Handsfree For Xiaomi Redmi","$1.28","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1531","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Bluedio Turbine Hurricane HT Bluetooth 4.1 Wireless Stereo Headphones Headset","$18.99","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1523","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","NEW i7s TWS Wireless Bluetooth Headset Noise Cancellation Earbuds Charging Dock","$7.49 to $9.35","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1496","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Wireless Bluetooth Headphone Folding Headset Stereo Heavy Bass Earphone Handfree","$5.59 to $19.59","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1498","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","OEM Original Stereo Headset Earphone Mic For Samsung Galaxy S5 S4 S3 S2 Note 2 3","$3.88","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1478","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","F-980 Original FineBlue Wireless Bluetooth Headset Earphone In-ear Earbud Clip","$13.30","https://i.ebayimg.com/thumbs/images/m/mM_2zVg6NilB_qP7eU1eppg/s-l225.jpg"
"1536626761-1576","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Bluetooth Wireless Stereo Headset Handfree Nero Earphone Cuffie Sport Universal","$1.91 to $6.24","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1493","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","AKG Headset Headphone In-Ear Earphone For Samsung Galaxy S8 S9 Note8 S6 Edge Lot","$4.73 to $255.53","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1591","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","3.5mm In-ear Super Bass Headphone Earphone Headset Earbuds for Cellphone","$0.88 to $1.06","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1588","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","For iPhone Xiaomi 3.5mm Stereo Piston In-Ear Earphone Headset Headphone WITH Mic","$0.81 to $1.97","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1597","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Stereo Wireless 4.1 Bluetooth Handsfree Headset Earphone for iPhone Samsung LG","$7.89 to $11.99","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1492","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Wireless Magnet Bluetooth 4.1 Stereo Earphone Earbuds Sport Headphone Headset","$2.99","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1644","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","For iPhone Android Mini Wireless Bluetooth Earphone In Ear Stereo Earbud Headset","$6.99 to $7.99","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1586","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","For Samsung Galaxy S8/S8+ Earbuds Earphone Headphones Stereo In-Ear Headset","$1.29","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1567","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Universal Wireless Bluetooth HandFree Sport Stereo Headset Headphone Earphone US","$3.09 to $3.39","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1469","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Mini Wireless Bluetooth 4.0 Stereo In-Ear Headset Earphone For Samsung iphone .","$1.19 to $2.76","https://i.ebayimg.com/thumbs/images/m/m9R1t9_8Lx2PjluV2KtXk6w/s-l225.jpg"
"1536626761-1559","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Mini Wireless Bluetooth 4.1 Stereo In-Ear Headset Earphone Earbud Earpiece Sport","$1.98","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1655","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Unisex Bluetooth Wireless Warm Beanie Hat Handsfree Music Cap Headphone Headset","$6.59","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1574","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Original Xiaomi Bluetooth Earphone Stereo Hybrid Mini Wireless Headset with Mic","$9.99","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1555","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Painted TWS Stereo Earphones Wireless Sports Headphones Headset for Xiaomi lot","$2.14 to $8.57","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1608","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Wireless Bluetooth Hands-free Headset Headphone Ear-Hook Earphone For Cellphone","$5.17","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1512","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","GENUINE-Earphones-Headset-Samsung-Galaxy-S6-S7-Edge-Note-4-NOTE-5 s8 and iphone","$0.99 to $2.99","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1533","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","For Samsung Galaxy S8/S8+ AKG Earbuds Earphone Headphones Stereo In-Ear Headset","$0.99 to $1.39","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1554","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Bluetooth 4.1 Wireless Handsfree Stereo Earphone Headset For Samsung iPhone HTC","$8.01","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1630","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","In-ear headphones earphones volume control mic for iphone 6 6s plus 5 5s","$1.38","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1642","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Single Wireless Bluetooth Earbud Headset In-Ear Earphone for iPhoneX 8 7 Android","$2.59 to $2.69","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536626761-1485","https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=headsets&_sacat=0&LH_TitleDesc=0&_fsrp=1&_osacat=58540&Material=Tempered%2520Glass&_ipg=200","Universal I7S TWS Wireless Earbuds Bluetooth Earphones Headset + Charging Box","$6.04","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
