web-scraper-order,web-scraper-start-url,name,price,image-src
"1536624640-1452","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Business Retro Litchi Soft TPU Cases 5.99 inch For HTC U12 Plus Phone Covers","$2.08","https://i.ebayimg.com/thumbs/images/m/mvo4ns0N72TjWGhwxqpt3sA/s-l225.jpg"
"1536624640-1382","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Phone Covers For Apple iPhone X 8 Plus 6 6S 5S 5 4S 4 7 10 Back Case Cover BTS","$2.49","https://i.ebayimg.com/thumbs/images/m/mswdpFbLYNfAa0kzk45P8dA/s-l225.jpg"
"1536624640-1428","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Nillkin Nature Soft Transparent TPU Thin Back Phone Covers Cases For HUAWEI P20","$4.98","https://i.ebayimg.com/thumbs/images/m/mKlU44OCTXQ97VRIWjS-vbw/s-l225.jpg"
"1536624640-1431","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Fluid Cases Cool Glitter ice-cream Clear Phone Covers For iPhone 8 7 6s Plus X","$4.21","https://i.ebayimg.com/thumbs/images/m/mfrclCXDsl8XvyYc0PEPqUg/s-l225.jpg"
"1536624640-1411","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","For iPhone 7 6s Case, Hybrid Ultra Thin Matte Shockproof Hard Armor Phone Covers","$1.89","https://i.ebayimg.com/thumbs/images/m/mRBndXsf5oeefYlHIlXl0VA/s-l225.jpg"
"1536624640-1423","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Nillkin Sparkle Matte Leather Fashion Phone Covers Cases For HUAWEI Honor 9 Lite","$6.98","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536624640-1394","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","NILLKIN Super Frosted Shield Plastic Back Phone Covers Cases For HUAWEI P20 Pro","$5.99","https://i.ebayimg.com/thumbs/images/m/m239NpKDS-ghh6GozQ2OTfQ/s-l225.jpg"
"1536624640-1422","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Nillkin Frosted Shield Matte Rigid Plastic Back Phone Covers Cases For Meizu M5C","$5.99","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536624640-1451","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Soft TPU Gel Phone Case For LG V20 Protective Back Phone Covers","$1.86","https://i.ebayimg.com/thumbs/images/m/mQsXNItPUvJvmAtwjHyS8-w/s-l225.jpg"
"1536624640-1436","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Luxury marble phone case for Iphone 7 smooth iphone X 6 7 8 Plus phone covers","$3.18","https://i.ebayimg.com/thumbs/images/m/mK9CSsCTJTPRBUwrhPQYAgg/s-l225.jpg"
